GRANDE PHARMACIE DE TANDA,,,,,
"DR TCHUERE ALEXIS
TANDA
8716933D,TUVERS 400MG CP B/30  (DETAIL),140,-1,"1,300",
8716910,TUVERS SUSP 200MG/5ML FL/30ML,301,10,570,
8016420,UBENZOLE 400MG CP B/1,173,2,730,
2268250,VEREX 400MG CPR B/1                ,47,12,"1,000",
2268267,VEREX 400MG SUSP BUV F/10ML        ,39,8,"1,000",
8171907,VERGO 400MG CP B/1,7,5,930,
1207501,VERGO SIROP F/10ML,2,3,930,
8102438,VERIBEN 400MG CPR B/1              ,1,4,"1,040",
2296097,VERIBEN SP F/10ML                  ,2,1,"1,020",
3225490,VERMOX 100MG COMP B/6              ,15,1,"1,570",
2028020,VERMOX 500MG COMP B/1              ,8,0,"1,360",
3248746,VERMOX SUSP FL/30ML                ,15,2,"2,000",
2026179,VERZOL 400MG COMP B/1              ,32,4,960,
2029640,VERZOL SUSP BUV FL/10ML            ,20,0,990,
2265145,WORMIN 100MG CPR B/6               ,4,2,"1,190",
2261408,WORMIN 100MG SUSP F/30ML           ,7,0,"1,210",
2265168,WORMIN 500MG CPR BT/1              ,70,21,390,
2283829,ZEBEN 400MG CPR B/1                ,5,0,760,
1615441,ZENTEL 400MG COMP B/1              ,44,4,"1,880",
3297041,ZENTEL SUSP BUV FL/10ML            ,3,4,"2,065",
1279051,ZEROVER 500MG CP B/1,18,0,530,
1350721,ZEROVER SP FL/30ML,3,2,"1,000",
,,Nombre d'articles :,50,,
,,,Nombre total d'aticles :,,"2,399"
LISTE DES PRODUITS VENDUS -  Imprimé le mercredi 10 décembre 2025 à 11:37 par BORIS EASY,,Page : 1/1,@ 2023 - EasyPharma SWITCH ,,
